 #地铁客流排行榜# 3月31日（周四），北京地铁路网客运量1168.62万，上海地铁客运量1019.8万，广州地铁客运量为720.8万， 深圳地铁路网客运量346.68万，南京地铁客运量为231.6万，武汉地铁客运量206.36万，成都地铁客运量139.33万。,2016-04-01 12:39:00 来自 微博 weibo.com
 #地铁客流排行榜# 6月3日（周二），北京地铁线网客运量为1020.92万人次，上海地铁客运量为816.7万人次，广州地铁客运量为603.8万人次，深圳地铁线网客运量为285.86万人次，南京地铁客运量为131.1万人次。,2014-06-05 09:47:00 来自 微博 weibo.com
 #地铁客流排行榜# 6月2日（周一，放假），北京地铁线网客运量为778.27万人次，广州地铁客运量为669.7万人次，上海地铁客运量为621.7万人次，深圳地铁线网客运量为314.2万人次，南京地铁客运量为119.2万人次。,2014-06-03 09:52:00 来自 微博 weibo.com
 #地铁客流排行榜# 6月1日（周日），北京地铁线网客运量为760万人次，广州地铁客运量为675.9万人次，上海地铁客运量为529.2万人次，深圳地铁线网客运量为335.7万人次，南京地铁客运量为90万人次。,2014-06-03 09:50:00 来自 微博 weibo.com
 #地铁客流排行榜# 5月31日（周六），北京地铁线网客运量为795.29万人次，上海地铁客运量为679.3万人次，广州地铁客运量为642.7万人次，深圳地铁线网客运量为286.83万人次，南京地铁客运量为119.1万人次。,2014-06-03 09:49:00 来自 微博 weibo.com
 #地铁客流排行榜# 5月30日（周五），北京地铁线网客运量为1103.26万人次，上海地铁客运量为898万人次，广州地铁客运量为692.7万人次，深圳地铁线网客运量为314.28万人次，南京地铁客运量为154万人次。,2014-06-03 09:48:00 来自 微博 weibo.com
 #地铁客流排行榜# 5月29日（周四），北京地铁线网客运量为1033.87万人次，上海地铁客运量为834.6万人次，广州地铁客运量为609.8万人次，深圳地铁线网客运量为282.16万人次，南京地铁客运量为130.6万人次。,2014-05-30 12:51:00 来自 微博 weibo.com
 #地铁客流排行榜# 5月28日（周三），北京地铁线网客运量为1038.27万人次，上海地铁客运量为833.1万人次，广州地铁客运量为6604.3万人次，深圳地铁线网客运量为280.13万人次，南京地铁客运量为130.8万人次。,2014-05-29 14:27:00 来自 微博 weibo.com
 #地铁客流排行榜# 5月27日（周二），北京地铁线网客运量为1033.38万人次，上海地铁客运量为825.5万人次，广州地铁客运量为620.7万人次，深圳地铁线网客运量为278.78万人次，南京地铁客运量为129.3万人次。,2014-05-28 10:52:00 来自 微博 weibo.com
 #地铁客流排行榜# 5月26日（周一），北京地铁线网客运量为1049万人次，上海地铁客运量为825万人次，广州地铁客运量为614.2万人次，深圳地铁线网客运量为283.7万人次，南京地铁客运量为130.6万人次。,2014-05-27 09:53:00 来自 微博 weibo.com
 #地铁客流排行榜# 5月25日（周日），北京地铁线网客运量为793.04万人次，上海地铁客运量为581.7万人次，广州地铁客运量为613.6万人次，深圳地铁线网客运量为274.46万人次，南京地铁客运量为120.5万人次。,2014-05-26 10:39:00 来自 微博 weibo.com
 #地铁客流排行榜# 5月21日（周三），北京地铁线网客运量为1048.45万人次，上海地铁客运量为775.3万人次，广州地铁客运量为584.9万人次，深圳地铁线网客运量为281.05万人次，南京地铁客运量为131.4万人次。,2014-05-22 15:22:00 来自 微博 weibo.com
 #地铁客流排行榜# 5月20日（周二），北京地铁线网客运量为1063.67万人次，上海地铁客运量为878.7万人次，广州地铁客运量为610.1万人次，深圳地铁线网客运量为272.06万人次，南京地铁客运量为135.2万人次。,2014-05-21 09:50:00 来自 微博 weibo.com
 #地铁客流排行榜# 5月19日（周一），北京地铁线网客运量为1048.01万人次，上海地铁客运量为831万人次，广州地铁客运量为598.1万人次，深圳地铁线网客运量为283.52万人次，南京地铁客运量为132万人次。,2014-05-20 10:13:00 来自 微博 weibo.com
地铁客流排行榜#5月18日（周日），北京地铁线网客运量为814.55万人次，上海地铁客运量为610.3万人次，广州地铁客运量为589.4万人次，深圳地铁线网客运量为271.54万人次，南京地铁客运量为129.7万人次。,2014-05-19 10:09:00 来自 微博 weibo.com
地铁客流排行榜#5月17日（周六），北京地铁线网客运量为862.29万人次，上海地铁客运量为639.5万人次，广州地铁客运量为620.2万人次，深圳地铁线网客运量为279.22万人次，南京地铁客运量为135.5万人次。,2014-05-19 10:07:00 来自 微博 weibo.com
地铁客流排行榜#5月16日（周五），北京地铁线网客运量为1111.38万人次，上海地铁客运量为896.9万人次，广州地铁客运量为647.1万人次，深圳地铁线网客运量为305.258万人次，南京地铁客运量为147.9万人次。,2014-05-19 10:06:00 来自 微博 weibo.com
地铁客流排行榜#5月13日（周二），北京地铁线网客运量为1053.14万人次，上海地铁客运量为850.1万人次，广州地铁客运量为597.6万人次，深圳地铁线网客运量为294.08万人次，南京地铁客运量为130.2万人次。,2014-05-14 11:07:00 来自 微博 weibo.com
地铁客流排行榜#5月8日（周四），北京地铁线网客运量为1040.24万人次，上海地铁客运量为843万人次，广州地铁客运量为564.8万人次，深圳地铁线网客运量为268万人次，南京地铁客运量为131万人次。,2014-05-09 12:55:00 来自 微博 weibo.com
地铁客流排行榜#5月7日（周三），北京地铁线网客运量为1035万人次，上海地铁客运量为836.4万人次，广州地铁客运量为547.2万人次，深圳地铁线网客运量为266.74万人次，南京地铁客运量为132.8万人次。,2014-05-09 12:54:00 来自 微博 weibo.com
地铁客流排行榜#5月6日（周二），北京地铁线网客运量为1040.21万人次，上海地铁客运量为834.3万人次，广州地铁客运量为570.5万人次，深圳地铁线网客运量为265.6万人次，南京地铁客运量为132万人次。,2014-05-07 09:44:00 来自 微博 weibo.com
 #地铁客流排行榜# 5月5日（周一），北京地铁线网客运量为1040万人次，上海地铁客运量为826.5万人次，广州地铁客运量为581.5万人次，深圳地铁线网客运量为273.55万人次，南京地铁客运量为132.9万人次。,2014-05-06 16:26:00 来自 微博 weibo.com
 #地铁客流排行榜# 5月4日（周日，上班），北京地铁线网客运量为982.05万人次，上海地铁客运量为737万人次，广州地铁客运量为603.8万人次，深圳地铁线网客运量为270.78万人次，南京地铁客运量为128.3万人次。,2014-05-05 09:39:00 来自 微博 weibo.com
 #地铁客流排行榜# 5月3日（周六，放假），北京地铁线网客运量为843.01万人次，上海地铁客运量为653.1万人次，广州地铁客运量为640.3万人次，深圳地铁线网客运量为276.99万人次，南京地铁客运量为144.6万人次。,2014-05-04 09:58:00 来自 微博 weibo.com
 #地铁客流排行榜# 5月1日（周四，放假），北京地铁线网客运量为979.26万人次，上海地铁客运量为815.9万人次，广州地铁客运量为794.2万人次，深圳地铁线网客运量为347.18万人次，南京地铁客运量为169.5万人次。,2014-05-03 22:40:00 来自 微博 weibo.com
 #地铁客流排行榜# 5月2日（周五，放假），北京地铁线网客运量为893.11万人次，上海地铁客运量为748.8万人次，广州地铁客运量为759.8万人次，深圳地铁线网客运量为329.23万人次，南京地铁客运量为152.3万人次。,2014-05-03 22:38:00 来自 微博 weibo.com
 #地铁客流排行榜# 4月30日（周三），北京地铁线网客运量为1190.1万人次，上海地铁客运量为938.1万人次，广州地铁客运量为740.9万人次，深圳地铁线网客运量为329.87万人次，南京地铁客运量为173.8万人次。,2014-05-03 22:34:00 来自 微博 weibo.com
更正 #地铁客流排行榜# 4月29日（周二），北京地铁线网客运量为1098.09万人次，上海地铁客运量为855.8万人次，广州地铁客运量为630.6万人次，深圳地铁线网客运量为277.69万人次，南京地铁客运量为143.5万人次。,2014-05-03 22:12:00 来自 微博 weibo.com
 #地铁客流排行榜# 4月29日（周二），北京地铁线网客运量为1098.09人次，上海地铁客运量为855.8万人次，广州地铁客运量为630.6万人次，深圳地铁线网客运量为277.69万人次，南京地铁客运量为143.5万人次。,2014-04-30 10:49:00 来自 微博 weibo.com
 #地铁客流排行榜# 4月28日（周一），北京地铁线网客运量为1089.27人次，上海地铁客运量为836.7万人次，广州地铁客运量为627.8万人次，深圳地铁线网客运量为284.17万人次，南京地铁客运量为137万人次。,2014-04-29 12:58:00 来自 微博 weibo.com
 #地铁客流排行榜# 4月27日（周日），北京地铁线网客运量为854.04人次，广州地铁客运量为621.2万人次，上海地铁客运量为601.9万人次，深圳地铁线网客运量为270.55万人次，南京地铁客运量为121.2万人次。,2014-04-28 14:28:00 来自 微博 weibo.com
 #地铁客流排行榜# 4月26日（周六），北京地铁线网客运量为918.66人次，广州地铁客运量为585.2万人次，上海地铁客运量为547.6万人次，深圳地铁线网客运量为267.81万人次，南京地铁客运量为133.1万人次。,2014-04-28 14:27:00 来自 微博 weibo.com
 #地铁客流排行榜# 4月25日（周五），北京地铁线网客运量为1133.61人次，上海地铁客运量为900.2万人次，广州地铁客运量为676.4万人次，深圳地铁线网客运量为303.69万人次，南京地铁客运量为142.5万人次。,2014-04-28 14:23:00 来自 微博 weibo.com
 #地铁客流排行榜# 4月23日（周三），北京地铁线网客运量为1076.05人次，上海地铁客运量为868.8万人次，广州地铁客运量为591.5万人次，深圳地铁线网客运量为277.14万人次，南京地铁客运量为137万人次,2014-04-25 14:26:00 来自 微博 weibo.com
 #地铁客流排行榜# 4月24日（周四），北京地铁线网客运量为1075.2人次，上海地铁客运量为854.8万人次，广州地铁客运量为615.5万人次，深圳地铁线网客运量为274.91万人次，南京地铁客运量为135.6万人次,2014-04-25 11:55:00 来自 微博 weibo.com
 #地铁客流排行榜# 4月22日（周二），北京地铁线网客运量为1088.26人次，上海地铁客运量为836.9万人次，广州地铁客运量为615.3万人次，深圳地铁线网客运量为278.14万人次，南京地铁客运量为135.5万人次,2014-04-23 15:43:00 来自 微博 weibo.com
 #地铁客流排行榜# 4月21日（周一），北京地铁线网客运量为1087.47人次，上海地铁客运量为821.9万人次，广州地铁客运量为636.7万人次，深圳地铁线网客运量为29073万人次，南京地铁客运量为130.3万人次,2014-04-22 09:30:00 来自 微博 weibo.com
 #地铁客流排行榜# 4月20日（周日），北京地铁线网客运量约为864.39万人次，广州地铁客运量为670.2万人次，上海地铁客运量为660.2万人次，深圳地铁线网客运量为296.8万人次，南京地铁客运量为133.5万人次。,2014-04-21 09:45:00 来自 微博 weibo.com
 #地铁客流排行榜# 4月19日（周六），北京地铁线网客运量约为859.67万人次，广州地铁客运量为707万人次，上海地铁客运量为635.8万人次，深圳地铁线网客运量为301.75万人次，南京地铁客运量为133.2万人次。,2014-04-21 09:43:00 来自 微博 weibo.com
 #地铁客流排行榜# 4月18日（周五），北京地铁线网客运量为11124.57人次，上海地铁客运量为905.8万人次，广州地铁客运量为706.2万人次，深圳地铁线网客运量为327.2万人次，南京地铁客运量为151.9万人次。,2014-04-21 09:41:00 来自 微博 weibo.com
 #地铁客流排行榜# 4月17日（周四），北京地铁线网客运量为1033.44人次，上海地铁客运量为815.3万人次，广州地铁客运量为635.9万人次，深圳地铁线网客运量为294.14万人次，南京地铁客运量为131.7万人次。,2014-04-18 16:49:00 来自 微博 weibo.com
 #地铁客流排行榜# 4月16日（周三），北京地铁线网客运量为1064.79万人次，上海地铁客运量为817.6万人次，广州地铁客运量为636.7万人次，深圳地铁线网客运量为285.27万人次，南京地铁客运量为132.3万人次。,2014-04-17 09:51:00 来自 微博 weibo.com
 #地铁客流排行榜# 4月15日（周二），北京地铁线网客运量为1058.39万人次，上海地铁客运量为865.3万人次，广州地铁客运量为627.7万人次，深圳地铁线网客运量为282.34万人次，南京地铁客运量为134.6万人次。,2014-04-16 09:45:00 来自 微博 weibo.com
 #地铁客流排行榜# 4月14日（周一），北京地铁线网客运量为1064.14万人次，上海地铁客运量为850.8万人次，广州地铁客运量为618.3万人次，深圳地铁线网客运量为280万人次，南京地铁客运量为138.2万人次。,2014-04-15 09:39:00 来自 微博 weibo.com
更正： #地铁客流排行榜# 4月12日（周六），北京地铁线网客运量约为973.5万人次，广州地铁客运量为652.5万人次，上海地铁客运量为586.2万人次，深圳地铁线网客运量为275.6万人次，南京地铁客运量为134.7万人次。,2014-04-14 10:26:00 来自 微博 weibo.com
 #地铁客流排行榜# 4月13日（周日），北京地铁线网客运量为810.74万人次，广州地铁客运量为628.9万人次，上海地铁客运量为596.6万人次，深圳地铁线网客运量为277.22万人次，南京地铁客运量为129.4万人次。,2014-04-14 10:25:00 来自 微博 weibo.com
 #地铁客流排行榜# 4月12日（周六），北京地铁线网客运量约为973.5万人次，广州地铁客运量为60652.5万人次，上海地铁客运量为586.2万人次，深圳地铁线网客运量为275.6万人次，南京地铁客运量为134.7万人次。,2014-04-13 10:59:00 来自 微博 weibo.com
 #地铁客流排行榜# 4月11日（周五），北京地铁线网客运量为1106.8万人次，上海地铁客运量为887.6万人次，广州地铁客运量为661.3万人次，深圳地铁线网客运量为301.02万人次，南京地铁客运量为146.4万人次。,2014-04-13 10:57:00 来自 微博 weibo.com
 #地铁客流排行榜# 4月10日（周四），北京地铁线网客运量约为1046.38万人次，上海地铁客运量为839.4万人次，广州地铁客运量为608.2万人次，深圳地铁线网客运量为274.57万人次，南京地铁客运量为134.6万人次。,2014-04-13 10:56:00 来自 微博 weibo.com
 #地铁客流排行榜# 4月9日（周三），北京地铁线网客运量约为1055.93万人次，上海地铁客运量为834.8万人次，广州地铁客运量为603.2万人次，深圳地铁线网客运量为275.71万人次，南京地铁客运量为137.4万人次。,2014-04-10 12:58:00 来自 微博 weibo.com
 #地铁客流排行榜# 4月8日（周二），北京地铁线网客运量约为1020万人次，上海地铁客运量为833.8万人次，广州地铁客运量为599.4万人次，深圳地铁线网客运量为263.89万人次，南京地铁客运量为138.2万人次。,2014-04-09 11:25:00 来自 微博 weibo.com
 #地铁客流排行榜# 4月7日（周一、放假），北京地铁线网客运量为829.6万人次，上海地铁客运量为598.1万人次，广州地铁客运量为563.3万人次，深圳地铁线网客运量为233.63万人次，南京地铁客运量为141.6万人次。,2014-04-08 09:58:00 来自 微博 weibo.com
 #地铁客流排行榜# 4月6日（周日），北京地铁线网客运量为896.12万人次，上海地铁客运量为688.6万人次，广州地铁客运量为487.4万人次，深圳地铁线网客运量为238.61万人次，南京地铁客运量为148.6万人次。,2014-04-07 09:27:00 来自 微博 weibo.com
 #地铁客流排行榜# 4月5日（周六），北京地铁线网客运量为958.69万人次，上海地铁客运量为734.4万人次，广州地铁客运量为642.6万人次，深圳地铁线网客运量为332.45万人次，南京地铁客运量为155.9万人次。,2014-04-07 09:26:00 来自 微博 weibo.com
 #地铁客流排行榜# 4月4日（周五），北京地铁线网客运量为1157.2万人次，上海地铁客运量为911.4万人次，广州地铁客运量为709.9万人次，深圳地铁线网客运量为307.04万人次，南京地铁客运量为172.3万人次。,2014-04-07 09:25:00 来自 微博 weibo.com
 #地铁客流排行榜# 4月3日（周四），北京地铁线网客运量为1052.95万人次，上海地铁客运量为833.8万人次，广州地铁客运量为594.9万人次，深圳地铁线网客运量为251.84万人次，南京地铁客运量为138.4万人次。,2014-04-04 09:35:00 来自 微博 weibo.com
 #地铁客流排行榜# 4月2日（周三），北京地铁线网客运量为1042.39万人次，上海地铁客运量为831.5万人次，广州地铁客运量为568.2万人次，深圳地铁线网客运量为257.78万人次，南京地铁客运量为136.3万人次。,2014-04-04 09:34:00 来自 微博 weibo.com
 #地铁客流排行榜# 4月1日（周二），北京地铁线网客运量为1050.6万人次，上海地铁客运量为841.9万人次，广州地铁客运量为570.5万人次，深圳地铁线网客运量为261.01万人次，南京地铁客运量为134.3万人次。,2014-04-02 10:29:00 来自 微博 weibo.com
 #地铁客流排行榜# 3月31日（周一），北京地铁线网客运量为1038.7万人次，上海地铁客运量为840.3万人次，广州地铁客运量为563.3万人次，深圳地铁线网客运量为246.55万人次，南京地铁客运量为135.1万人次。,2014-04-01 10:16:00 来自 微博 weibo.com
 #地铁客流排行榜# 3月30日（周日），北京地铁线网客运量为834.72万人次，上海地铁客运量为678.5万人次，广州地铁客运量为619万人次，深圳地铁线网客运量为255.47万人次，南京地铁客运量为137.8万人次。,2014-03-31 11:23:00 来自 微博 weibo.com
 #地铁客流排行榜# 3月29日（周六），北京地铁线网客运量为905.45万人次，上海地铁客运量为636.9万人次，广州地铁客运量为606.8万人次，深圳地铁线网客运量为253.67万人次，南京地铁客运量为126.4万人次。,2014-03-31 11:21:00 来自 微博 weibo.com
 #地铁客流排行榜# 3月28日（周五），北京地铁线网客运量为1106.61万人次，上海地铁客运量为867.6万人次，广州地铁客运量为654.3万人次，深圳地铁线网客运量为299.18万人次，南京地铁客运量为155.2万人次。,2014-03-31 11:20:00 来自 微博 weibo.com
 #地铁客流排行榜# 3月27日（周四），北京地铁线网客运量为1026.34万人次，上海地铁客运量为845万人次，广州地铁客运量为604.5万人次，深圳地铁线网客运量为274.57万人次，南京地铁客运量为137.1万人次。,2014-03-28 10:06:00 来自 微博 weibo.com
 #地铁客流排行榜# 3月26日（周三），北京地铁线网客运量为1050.7万人次，上海地铁客运量为841万人次，广州地铁客运量为603.5万人次，深圳地铁线网客运量为275.79万人次，南京地铁客运量为137.4万人次。,2014-03-27 11:30:00 来自 微博 weibo.com
 #地铁客流排行榜# 3月25日（周二），北京地铁线网客运量为1042.03万人次，上海地铁客运量为798.5万人次，广州地铁客运量为604.9万人次，深圳地铁线网客运量为276.89万人次，南京地铁客运量为131.1万人次。,2014-03-26 11:36:00 来自 微博 weibo.com
 #地铁客流排行榜# 3月24日（周一），北京地铁线网客运量为1051.67万人次，上海地铁客运量为838.1万人次，广州地铁客运量为616.5万人次，深圳地铁线网客运量为280.35万人次，南京地铁客运量为135.2万人次。,2014-03-25 10:32:00 来自 微博 weibo.com
 #地铁客流排行榜# 3月23日（周日），北京地铁线网客运量为820.62万人次，上海地铁客运量为665.7万人次，广州地铁客运量为650万人次，深圳地铁线网客运量为292.78万人次，南京地铁客运量为147.6万人次。,2014-03-24 10:08:00 来自 微博 weibo.com
 #地铁客流排行榜# 3月22日（周六），北京地铁线网客运量为976.24万人次，上海地铁客运量为723.5万人次，广州地铁客运量为676.9万人次，深圳地铁线网客运量为289.03万人次，南京地铁客运量为166.9万人次。,2014-03-24 10:07:00 来自 微博 weibo.com
 #地铁客流排行榜# 3月21日（周五），北京地铁线网客运量约1100万人次，上海地铁客运量为901.8万人次，广州地铁客运量为668.4万人次，深圳地铁线网客运量为300.96万人次，南京地铁客运量为158万人次。,2014-03-24 10:06:00 来自 微博 weibo.com
 #地铁客流排行榜# 3月20日（周四），北京地铁线网客运量为1041.22万人次，上海地铁客运量为836.9万人次，广州地铁客运量为610.8万人次，深圳地铁线网客运量为277.79万人次，南京地铁客运量为135.4万人次。,2014-03-21 10:25:00 来自 微博 weibo.com
 #地铁客流排行榜# 3月19日（周三），北京地铁线网客运量为1036.23万人次，上海地铁客运量为811.96万人次，广州地铁客运量为624.9万人次，深圳地铁线网客运量为282.95万人次，南京地铁客运量为127.7万人次。,2014-03-20 09:49:00 来自 微博 weibo.com
 #地铁客流排行榜# 3月18日（周二），北京地铁线网客运量为1035.6万人次，上海地铁客运量为847.6万人次，广州地铁客运量为623.4万人次，深圳地铁线网客运量为277.68万人次。,2014-03-19 10:47:00 来自 微博 weibo.com
 #地铁客流排行榜# 3月17日（周一），北京地铁线网客运量为1026.44万人次，上海地铁客运量为829.2万人次，广州地铁客运量为623.9万人次，深圳地铁线网客运量为283.22万人次。,2014-03-18 09:26:00 来自 微博 weibo.com
 #地铁客流排行榜# 3月16日（周日），北京地铁线网客运量为806.8万人次，上海地铁客运量为652万人次，广州地铁客运量为658.7万人次，深圳地铁线网客运量为287.38万人次。,2014-03-17 10:33:00 来自 微博 weibo.com
 #地铁客流排行榜# 3月15日（周六），北京地铁线网客运量为847.03万人次，上海地铁客运量为714.1万人次，广州地铁客运量为671.9万人次，深圳地铁线网客运量为278.99万人次。,2014-03-17 10:32:00 来自 微博 weibo.com
 #地铁客流排行榜# 3月14日（周五），北京地铁线网客运量为1098.19万人次，上海地铁客运量为898.4万人次，广州地铁客运量为661万人次，深圳地铁线网客运量为296.12万人次。,2014-03-17 10:30:00 来自 微博 weibo.com
 #地铁客流排行榜# 3月13日（周四），北京地铁线网客运量为1026.49万人次，上海地铁客运量为828.2万人次，广州地铁客运量为598.4万人次，深圳地铁线网客运量为273.29万人次。,2014-03-14 10:19:00 来自 微博 weibo.com
 #地铁客流排行榜# 3月12日（周三），北京地铁线网客运量为1026.05万人次，上海地铁客运量为798.3万人次，广州地铁客运量为578.9万人次，深圳地铁线网客运量为271.97万人次。,2014-03-13 16:06:00 来自 微博 weibo.com
 #地铁客流排行榜# 3月11日（周二），北京地铁线网客运量为1031.11万人次，上海地铁客运量为830万人次，广州地铁客运量为599万人次，深圳地铁线网客运量为273.48万人次。,2014-03-12 09:49:00 来自 微博 weibo.com
 #地铁客流排行榜# 3月10日（周一），北京地铁线网客运量为1032.52万人次，上海地铁客运量为825.4万人次，广州地铁客运量为611.6万人次，深圳地铁线网客运量为278.48万人次。,2014-03-11 10:06:00 来自 微博 weibo.com
 #地铁客流排行榜# 3月9日（周日），北京地铁线网客运量为773.69万人次，上海地铁客运量为646.1万人次，广州地铁客运量为599.2万人次，深圳地铁线网客运量为271.69万人次。,2014-03-10 09:37:00 来自 微博 weibo.com
 #地铁客流排行榜# 3月8日（周六），北京地铁线网客运量为853.28万人次，上海地铁客运量为700万人次，广州地铁客运量为655.7万人次，深圳地铁线网客运量为297.8万人次。,2014-03-10 09:35:00 来自 微博 weibo.com
 #地铁客流排行榜# 3月7日（周五），北京地铁线网客运量为1109.4万人次，上海地铁客运量为894.8万人次，广州地铁客运量为661.9万人次，深圳地铁线网客运量为304.02万人次。,2014-03-10 09:34:00 来自 微博 weibo.com
 #地铁客流排行榜# 【昨日客流】3月6日（周四），北京地铁线网客运量为1052.36万人次，上海地铁客运量为808万人次，广州地铁客运量为589.9万人次，深圳地铁线网客运量为272.77万人次。,2014-03-07 10:28:00 来自 微博 weibo.com
 #地铁客流排行榜# 【昨日客流】3月5日（周三），北京地铁线网客运量为894.91+165.5=1060.41万人次，上海地铁客运量为841.2万人次，广州地铁客运量为591.5万人次，深圳地铁线网客运量为271.24万人次。,2014-03-06 09:44:00 来自 微博 weibo.com
 #地铁客流排行榜# 【昨日客流】3月4日（周二），北京地铁线网客运量为884.9+164.6=1049.5万人次，上海地铁客运量为806.3万人次，广州地铁客运量为579.6万人次。深圳地铁线网客运量为276.69万人次。,2014-03-05 09:30:00 来自 微博 weibo.com
 #地铁客流排行榜#  【昨日客流】3月3日（周一），北京地铁线网客运量为866.84+162.6=1039.44万人次，上海地铁客运量为833.5万人次，广州地铁客运量为596.2万人次。深圳地铁线网客运量为282.48万人次。,2014-03-04 09:46:00 来自 微博 weibo.com
 #地铁客流排行榜#  2.27日北京地铁线网总客运量为875.99+163.2=103.9.19万人次，上海地铁总客流为828.2万人次，广州地铁总客运量为618.4万人次，深圳地铁线网总客运量277.8万人次。,2014-02-28 09:49:00 来自 微博 weibo.com
对比：昨日（5.30日）北京地铁公司所辖14条运营线路日客运量为806.50万人次，京港地铁所辖3条4号线客流量154.7万人次，北京所有地铁客运量960.2万人次。昨日上海地铁总客流为695.3万人次。成都地铁1、2号线总客流为58.62万人次。深圳5条线客流约239w人次。,2013-05-31 09:32:00 来自 微博 weibo.com
